game_id,game_date,H_A,Team_Abbrev,Team_Score,Opponent_Abbrev,Opponent_Score
202203090DAL,3/9/2022,H,DAL,77,NYK,107
202203070DAL,3/7/2022,H,DAL,111,UTA,103
202203010LAL,3/1/2022,A,DAL,109,LAL,104
202202250UTA,2/25/2022,A,DAL,109,UTA,114
202202150MIA,2/15/2022,A,DAL,107,MIA,99
202202080DAL,2/8/2022,H,DAL,116,DET,86
202202060DAL,2/6/2022,H,DAL,103,ATL,94
202110210ATL,10/21/2021,A,DAL,87,ATL,113
202110230TOR,10/23/2021,A,DAL,103,TOR,95
202110260DAL,10/26/2021,H,DAL,116,HOU,106
202110290DEN,10/29/2021,A,DAL,75,DEN,106
202111020DAL,11/2/2021,H,DAL,110,MIA,125
202111060DAL,11/6/2021,H,DAL,107,BOS,104
202111150DAL,11/15/2021,H,DAL,111,DEN,101
202111270DAL,11/27/2021,H,DAL,114,WAS,120
202201020OKC,1/2/2022,A,DAL,95,OKC,86
202201030DAL,1/3/2022,H,DAL,103,DEN,89
202201120NYK,1/12/2022,A,DAL,85,NYK,108
202201150DAL,1/15/2022,H,DAL,108,ORL,92
202201170DAL,1/17/2022,H,DAL,104,OKC,102
202201190DAL,1/19/2022,H,DAL,102,TOR,98
202201200DAL,1/20/2022,H,DAL,101,PHO,109
202201300ORL,1/30/2022,A,DAL,108,ORL,110
202202020DAL,2/2/2022,H,DAL,114,OKC,120
202203230DAL,3/23/2022,H,DAL,110,HOU,91
202111170PHO,11/17/2021,A,DAL,98,PHO,105
202111190PHO,11/19/2021,A,DAL,104,PHO,112
202112120OKC,12/12/2021,A,DAL,103,OKC,84
202112150DAL,12/15/2021,H,DAL,104,LAL,107
202112190MIN,12/19/2021,A,DAL,105,MIN,111
202112230DAL,12/23/2021,H,DAL,95,MIL,102
202112250UTA,12/25/2021,A,DAL,116,UTA,120
202112210DAL,12/21/2021,H,DAL,114,MIN,102
202201070HOU,1/7/2022,A,DAL,130,HOU,106
202204080DET,4/8/2022,A,MIL,131,DET,101
202204070MIL,4/7/2022,H,MIL,127,BOS,121
202203190MIN,3/19/2022,A,MIL,119,MIN,138
202203140UTA,3/14/2022,A,MIL,117,UTA,111
202203090MIL,3/9/2022,H,MIL,124,ATL,115
202203080OKC,3/8/2022,A,MIL,142,OKC,115
202203060MIL,3/6/2022,H,MIL,132,PHO,122
202203020MIL,3/2/2022,H,MIL,120,MIA,119
202202100PHO,2/10/2022,A,MIL,107,PHO,131
202202080LAL,2/8/2022,A,MIL,131,LAL,116
202110210MIA,10/21/2021,A,MIL,95,MIA,137
202110270MIL,10/27/2021,H,MIL,108,MIN,113
202110310MIL,10/31/2021,H,MIL,95,UTA,107
202111170MIL,11/17/2021,H,MIL,109,LAL,102
202111190MIL,11/19/2021,H,MIL,96,OKC,89
202111200MIL,11/20/2021,H,MIL,117,ORL,108
202111220MIL,11/22/2021,H,MIL,123,ORL,92
202111240MIL,11/24/2021,H,MIL,114,DET,93
202111260DEN,11/26/2021,A,MIL,120,DEN,109
202112020TOR,12/2/2021,A,MIL,93,TOR,97
202112080MIA,12/8/2021,A,MIL,104,MIA,113
202112100HOU,12/10/2021,A,MIL,123,HOU,114
202112120NYK,12/12/2021,A,MIL,112,NYK,97
202112130BOS,12/13/2021,A,MIL,103,BOS,117
202112250MIL,12/25/2021,H,MIL,117,BOS,113
202112280ORL,12/28/2021,A,MIL,127,ORL,110
202112300ORL,12/30/2021,A,MIL,136,ORL,118
202201030MIL,1/3/2022,H,MIL,106,DET,115
202201150MIL,1/15/2022,H,MIL,96,TOR,103
202201170ATL,1/17/2022,A,MIL,114,ATL,121
202201280MIL,1/28/2022,H,MIL,123,NYK,108
202201300MIL,1/30/2022,H,MIL,100,DEN,136
202202010MIL,2/1/2022,H,MIL,112,WAS,98
202112040MIL,12/4/2021,H,MIL,124,MIA,102
202112220MIL,12/22/2021,H,MIL,126,HOU,106
202201050MIL,1/5/2022,H,MIL,111,TOR,117
202111020DET,11/2/2021,A,MIL,117,DET,89
202111050MIL,11/5/2021,H,MIL,98,NYK,113
202111070WAS,11/7/2021,A,MIL,94,WAS,101
202111100NYK,11/10/2021,A,MIL,112,NYK,100
202111140ATL,11/14/2021,A,MIL,100,ATL,120
202203240MIL,3/24/2022,H,MIL,114,WAS,102
202111120BOS,11/12/2021,A,MIL,113,BOS,122
202204010OKC,4/1/2022,A,DET,110,OKC,101
202203270DET,3/27/2022,H,DET,102,NYK,104
202203250DET,3/25/2022,H,DET,97,WAS,100
202203230DET,3/23/2022,H,DET,122,ATL,101
202203170ORL,3/17/2022,A,DET,134,ORL,120
202203150MIA,3/15/2022,A,DET,98,MIA,105
202203110BOS,3/11/2022,A,DET,103,BOS,114
202203070DET,3/7/2022,H,DET,113,ATL,110
202203030TOR,3/3/2022,A,DET,108,TOR,106
202203010WAS,3/1/2022,A,DET,113,WAS,116
202202260DET,2/26/2022,H,DET,104,BOS,113
202202160BOS,2/16/2022,A,DET,112,BOS,111
202202140WAS,2/14/2022,A,DET,94,WAS,103
202202040DET,2/4/2022,H,DET,93,BOS,102
202202060MIN,2/6/2022,A,DET,105,MIN,118
202202030DET,2/3/2022,H,DET,117,MIN,128
202110300DET,10/30/2021,H,DET,110,ORL,103
202111100HOU,11/10/2021,A,DET,112,HOU,104
202111130TOR,11/13/2021,A,DET,127,TOR,121
202111210DET,11/21/2021,H,DET,116,LAL,121
202111230DET,11/23/2021,H,DET,92,MIA,100
202111280LAL,11/28/2021,A,DET,106,LAL,110
202112020PHO,12/2/2021,A,DET,103,PHO,114
202112060DET,12/6/2021,H,DET,103,OKC,114
202112080DET,12/8/2021,H,DET,116,WAS,119
202112180DET,12/18/2021,H,DET,107,HOU,116
202112190DET,12/19/2021,H,DET,100,MIA,90
202112210NYK,12/21/2021,A,DET,91,NYK,105
202201080DET,1/8/2022,H,DET,97,ORL,92
202201100DET,1/10/2022,H,DET,126,UTA,116
202201140DET,1/14/2022,H,DET,103,TOR,87
202201160DET,1/16/2022,H,DET,108,PHO,135
202201210UTA,1/21/2022,A,DET,101,UTA,111
202201230DEN,1/23/2022,A,DET,111,DEN,117
202201250DET,1/25/2022,H,DET,105,DEN,110
202201280ORL,1/28/2022,A,DET,103,ORL,119
202110250ATL,10/25/2021,A,DET,104,ATL,122
202112230MIA,12/23/2021,A,DET,112,MIA,115
202112290DET,12/29/2021,H,DET,85,NYK,94
202204080LAL,4/8/2022,A,OKC,101,LAL,120
202204060UTA,4/6/2022,A,OKC,101,UTA,137
202204030OKC,4/3/2022,H,OKC,117,PHO,96
202112290PHO,12/29/2021,A,OKC,97,PHO,115
202203300OKC,3/30/2022,H,OKC,118,ATL,136
202203260DEN,3/26/2022,A,OKC,107,DEN,113
202203230OKC,3/23/2022,H,OKC,118,ORL,102
202203210OKC,3/21/2022,H,OKC,123,BOS,132
202203200ORL,3/20/2022,A,OKC,85,ORL,90
202203180MIA,3/18/2022,A,OKC,108,MIA,120
202203090MIN,3/9/2022,A,OKC,102,MIN,132
202203060OKC,3/6/2022,H,OKC,103,UTA,116
202203040OKC,3/4/2022,H,OKC,101,MIN,138
202203020DEN,3/2/2022,A,OKC,119,DEN,107
202202240OKC,2/24/2022,H,OKC,104,PHO,124
202202140NYK,2/14/2022,A,OKC,127,NYK,123
202202090OKC,2/9/2022,H,OKC,98,TOR,117
202110200UTA,10/20/2021,A,OKC,86,UTA,107
202110220HOU,10/22/2021,A,OKC,91,HOU,124
202110270OKC,10/27/2021,H,OKC,123,LAL,115
202111150OKC,11/15/2021,H,OKC,90,MIA,103
202111260OKC,11/26/2021,H,OKC,99,WAS,101
202112010OKC,12/1/2021,H,OKC,110,HOU,114
202111040LAL,11/4/2021,A,OKC,107,LAL,104
202111170OKC,11/17/2021,H,OKC,101,HOU,89
202111200BOS,11/20/2021,A,OKC,105,BOS,111
202111290HOU,11/29/2021,A,OKC,89,HOU,102
202112080TOR,12/8/2021,A,OKC,110,TOR,109
202112100OKC,12/10/2021,H,OKC,95,LAL,116
202112220OKC,12/22/2021,H,OKC,108,DEN,94
202112230PHO,12/23/2021,A,OKC,101,PHO,113
202112310OKC,12/31/2021,H,OKC,95,NYK,80
202111220ATL,11/22/2021,A,OKC,101,ATL,113
202111240OKC,11/24/2021,H,OKC,104,UTA,110
202201050MIN,1/5/2022,A,OKC,90,MIN,98
202201070OKC,1/7/2022,H,OKC,105,MIN,135
202201090OKC,1/9/2022,H,OKC,95,DEN,99
202201110WAS,1/11/2022,A,OKC,118,WAS,122
202204050PHO,4/5/2022,A,LAL,110,PHO,121
202204030LAL,4/3/2022,H,LAL,118,DEN,129
202203310UTA,3/31/2022,A,LAL,109,UTA,122
202203190WAS,3/19/2022,A,LAL,119,WAS,127
202203180TOR,3/18/2022,A,LAL,128,TOR,123
202203160MIN,3/16/2022,A,LAL,104,MIN,124
202203140LAL,3/14/2022,H,LAL,103,TOR,114
202203130PHO,3/13/2022,A,LAL,111,PHO,140
202203110LAL,3/11/2022,H,LAL,122,WAS,109
202203090HOU,3/9/2022,A,LAL,130,HOU,139
202202160LAL,2/16/2022,H,LAL,106,UTA,101
202202050LAL,2/5/2022,H,LAL,122,NYK,115
202111190BOS,11/19/2021,A,LAL,108,BOS,130
202111230NYK,11/23/2021,A,LAL,100,NYK,106
202112070LAL,12/7/2021,H,LAL,117,BOS,102
202112120LAL,12/12/2021,H,LAL,106,ORL,94
202201300ATL,1/30/2022,A,LAL,121,ATL,129
202112210LAL,12/21/2021,H,LAL,90,PHO,108
202112280HOU,12/28/2021,A,LAL,132,HOU,123
202201020LAL,1/2/2022,H,LAL,108,MIN,103
202201070LAL,1/7/2022,H,LAL,134,ATL,118
202201150DEN,1/15/2022,A,LAL,96,DEN,133
202201170LAL,1/17/2022,H,LAL,101,UTA,95
202201210ORL,1/21/2022,A,LAL,116,ORL,105
202201230MIA,1/23/2022,A,LAL,107,MIA,113
202110220LAL,10/22/2021,H,LAL,105,PHO,115
202110310LAL,10/31/2021,H,LAL,95,HOU,85
202111020LAL,11/2/2021,H,LAL,119,HOU,117
202111100LAL,11/10/2021,H,LAL,120,MIA,117
202111120LAL,11/12/2021,H,LAL,83,MIN,107
202112170MIN,12/17/2021,A,LAL,92,MIN,110
202204080MIA,4/8/2022,A,ATL,109,MIA,113
202204060ATL,4/6/2022,H,ATL,118,WAS,103
202204050TOR,4/5/2022,A,ATL,108,TOR,118
202203220NYK,3/22/2022,A,ATL,117,NYK,111
202203040WAS,3/4/2022,A,ATL,117,WAS,114
202203010BOS,3/1/2022,A,ATL,98,BOS,107
202202260ATL,2/26/2022,H,ATL,127,TOR,100
202202160ORL,2/16/2022,A,ATL,130,ORL,109
202202130BOS,2/13/2022,A,ATL,95,BOS,105
202202040TOR,2/4/2022,A,ATL,114,TOR,125
202202030ATL,2/3/2022,H,ATL,124,PHO,115
202110280WAS,10/28/2021,A,ATL,111,WAS,122
202111010ATL,11/1/2021,H,ATL,118,WAS,111
202111040ATL,11/4/2021,H,ATL,98,UTA,116
202111060PHO,11/6/2021,A,ATL,117,PHO,121
202111090UTA,11/9/2021,A,ATL,98,UTA,110
202111120DEN,11/12/2021,A,ATL,96,DEN,105
202111150ATL,11/15/2021,H,ATL,129,ORL,111
202111170ATL,11/17/2021,H,ATL,110,BOS,99
202111270ATL,11/27/2021,H,ATL,90,NYK,99
202112060MIN,12/6/2021,A,ATL,121,MIN,110
202112130ATL,12/13/2021,H,ATL,126,HOU,132
202112150ORL,12/15/2021,A,ATL,111,ORL,99
202112170ATL,12/17/2021,H,ATL,115,DEN,133
202201120ATL,1/12/2022,H,ATL,91,MIA,115
202201140MIA,1/14/2022,A,ATL,118,MIA,124
202201150ATL,1/15/2022,H,ATL,108,NYK,117
202201190ATL,1/19/2022,H,ATL,134,MIN,122
202201210ATL,1/21/2022,H,ATL,110,MIA,108
202201280ATL,1/28/2022,H,ATL,108,BOS,92
202201310ATL,1/31/2022,H,ATL,100,TOR,106
202112250NYK,12/25/2021,A,ATL,87,NYK,101
202112220ATL,12/22/2021,H,ATL,98,ORL,104
202203300BOS,3/30/2022,A,MIA,106,BOS,98
202203250MIA,3/25/2022,H,MIA,103,NYK,111
202203070MIA,3/7/2022,H,MIA,123,HOU,106
202202250NYK,2/25/2022,A,MIA,115,NYK,100
202202070WAS,2/7/2022,A,MIA,121,WAS,100
202110250MIA,10/25/2021,H,MIA,107,ORL,90
202111040MIA,11/4/2021,H,MIA,78,BOS,95
202111060MIA,11/6/2021,H,MIA,118,UTA,115
202111080DEN,11/8/2021,A,MIA,96,DEN,113
202111180MIA,11/18/2021,H,MIA,112,WAS,97
202111200WAS,11/20/2021,A,MIA,100,WAS,103
202111240MIN,11/24/2021,A,MIA,101,MIN,113
202112260MIA,12/26/2021,H,MIA,93,ORL,83
202112280MIA,12/28/2021,H,MIA,119,WAS,112
202112310HOU,12/31/2021,A,MIA,120,HOU,110
202201170MIA,1/17/2022,H,MIA,104,TOR,99
202201260MIA,1/26/2022,H,MIA,110,NYK,96
202201290MIA,1/29/2022,H,MIA,120,TOR,124
202202010TOR,2/1/2022,A,MIA,106,TOR,110
202204030TOR,4/3/2022,A,MIA,114,TOR,109
202203120MIA,3/12/2022,H,MIA,104,MIN,113
202203090MIA,3/9/2022,H,MIA,90,PHO,111
202111130UTA,11/13/2021,A,MIA,111,UTA,105
202111290MIA,11/29/2021,H,MIA,111,DEN,120
202201310BOS,1/31/2022,A,MIA,92,BOS,122
202112170ORL,12/17/2021,A,MIA,115,ORL,105
202201080PHO,1/8/2022,A,MIA,123,PHO,100
202204080TOR,4/8/2022,A,HOU,115,TOR,117
202204030HOU,4/3/2022,H,HOU,132,MIN,139
202203210HOU,3/21/2022,H,HOU,115,WAS,97
202203160HOU,3/16/2022,H,HOU,112,PHO,129
202203040DEN,3/4/2022,A,HOU,101,DEN,116
202203020HOU,3/2/2022,H,HOU,127,UTA,132
202202250ORL,2/25/2022,A,HOU,111,ORL,119
202202140UTA,2/14/2022,A,HOU,101,UTA,135
202202100HOU,2/10/2022,H,HOU,120,TOR,139
202110200MIN,10/20/2021,A,HOU,106,MIN,124
202110240HOU,10/24/2021,H,HOU,97,BOS,107
202110280HOU,10/28/2021,H,HOU,91,UTA,122
202111040PHO,11/4/2021,A,HOU,111,PHO,123
202111060DEN,11/6/2021,A,HOU,94,DEN,95
202111140HOU,11/14/2021,H,HOU,89,PHO,115
202201010HOU,1/1/2022,H,HOU,111,DEN,124
202201050WAS,1/5/2022,A,HOU,114,WAS,111
202201090HOU,1/9/2022,H,HOU,123,MIN,141
202201190UTA,1/19/2022,A,HOU,116,UTA,111
202112030HOU,12/3/2021,H,HOU,118,ORL,116
202202160PHO,2/16/2022,A,HOU,121,PHO,124
202111200NYK,11/20/2021,A,HOU,99,NYK,106
202111220BOS,11/22/2021,A,HOU,90,BOS,108
202112160HOU,12/16/2021,H,HOU,103,NYK,116
202204010ORL,4/1/2022,A,TOR,102,ORL,89
202203300TOR,3/30/2022,H,TOR,125,MIN,102
202203280TOR,3/28/2022,H,TOR,115,BOS,112
202203120DEN,3/12/2022,A,TOR,127,DEN,115
202203110PHO,3/11/2022,A,TOR,117,PHO,112
202203040TOR,3/4/2022,H,TOR,97,ORL,103
202202160MIN,2/16/2022,A,TOR,103,MIN,91
202202120TOR,2/12/2022,H,TOR,109,DEN,110
202111100BOS,11/10/2021,A,TOR,88,BOS,104
202111180UTA,11/18/2021,A,TOR,103,UTA,119
202111280TOR,11/28/2021,H,TOR,97,BOS,109
202112050TOR,12/5/2021,H,TOR,102,WAS,90
202112100TOR,12/10/2021,H,TOR,90,NYK,87
202201020TOR,1/2/2022,H,TOR,120,NYK,105
202201070TOR,1/7/2022,H,TOR,122,UTA,108
202201110TOR,1/11/2022,H,TOR,95,PHO,99
202201210WAS,1/21/2022,A,TOR,109,WAS,105
202110200TOR,10/20/2021,H,TOR,83,WAS,98
202110220BOS,10/22/2021,A,TOR,115,BOS,83
202110290TOR,10/29/2021,H,TOR,110,ORL,109
202111010NYK,11/1/2021,A,TOR,113,NYK,104
202111030WAS,11/3/2021,A,TOR,109,WAS,100
202204080UTA,4/8/2022,A,PHO,111,UTA,105
202203240DEN,3/24/2022,A,PHO,140,DEN,130
202203230MIN,3/23/2022,A,PHO,125,MIN,116
202202270PHO,2/27/2022,H,PHO,114,UTA,118
202202120PHO,2/12/2022,H,PHO,132,ORL,105
202202050WAS,2/5/2022,A,PHO,95,WAS,80
202110200PHO,10/20/2021,H,PHO,98,DEN,110
202111150MIN,11/15/2021,A,PHO,99,MIN,96
202111210PHO,11/21/2021,H,PHO,126,DEN,97
202111260NYK,11/26/2021,A,PHO,118,NYK,97
202112100PHO,12/10/2021,H,PHO,111,BOS,90
202112160PHO,12/16/2021,H,PHO,118,WAS,98
202112310BOS,12/31/2021,A,PHO,108,BOS,123
202201240PHO,1/24/2022,H,PHO,115,UTA,109
202201260UTA,1/26/2022,A,PHO,105,UTA,97
202201280PHO,1/28/2022,H,PHO,134,MIN,124
202203080ORL,3/8/2022,A,PHO,102,ORL,99
202203040PHO,3/4/2022,H,PHO,115,NYK,114
202203230BOS,3/23/2022,A,UTA,97,BOS,125
202203200NYK,3/20/2022,A,UTA,108,NYK,93
202202110UTA,2/11/2022,H,UTA,114,ORL,99
202202070UTA,2/7/2022,H,UTA,113,NYK,104
202110260UTA,10/26/2021,H,UTA,122,DEN,110
202111070ORL,11/7/2021,A,UTA,100,ORL,107
202112030UTA,12/3/2021,H,UTA,137,BOS,130
202112080MIN,12/8/2021,A,UTA,136,MIN,104
202112110WAS,12/11/2021,A,UTA,123,WAS,98
202112180UTA,12/18/2021,H,UTA,103,WAS,109
202112230UTA,12/23/2021,H,UTA,128,MIN,116
202112310UTA,12/31/2021,H,UTA,120,MIN,108
202201160DEN,1/16/2022,A,UTA,125,DEN,102
202201050DEN,1/5/2022,A,UTA,115,DEN,109
202201300MIN,1/30/2022,A,UTA,106,MIN,126
202202020UTA,2/2/2022,H,UTA,108,DEN,104
202204080WAS,4/8/2022,A,NYK,114,WAS,92
202204030ORL,4/3/2022,A,NYK,118,ORL,88
202203180NYK,3/18/2022,H,NYK,100,WAS,97
202202080DEN,2/8/2022,A,NYK,115,DEN,132
202110200NYK,10/20/2021,H,NYK,138,BOS,134
202110220ORL,10/22/2021,A,NYK,121,ORL,96
202110240NYK,10/24/2021,H,NYK,104,ORL,110
202111170NYK,11/17/2021,H,NYK,98,ORL,104
202112040NYK,12/4/2021,H,NYK,99,DEN,113
202112280MIN,12/28/2021,A,NYK,96,MIN,88
202201060NYK,1/6/2022,H,NYK,108,BOS,105
202201080BOS,1/8/2022,A,NYK,75,BOS,99
202201180NYK,1/18/2022,H,NYK,110,MIN,112
202112230NYK,12/23/2021,H,NYK,117,WAS,124
202112180BOS,12/18/2021,A,NYK,107,BOS,114
202204050MIN,4/5/2022,A,WAS,132,MIN,114
202204030BOS,4/3/2022,A,WAS,102,BOS,144
202203300WAS,3/30/2022,H,WAS,127,ORL,110
202203160WAS,3/16/2022,H,WAS,109,DEN,127
202201090ORL,1/9/2022,A,WAS,102,ORL,100
202201120WAS,1/12/2022,H,WAS,112,ORL,106
202201230WAS,1/23/2022,H,WAS,87,BOS,116
202110270BOS,10/27/2021,A,WAS,116,BOS,107
202110300WAS,10/30/2021,H,WAS,115,BOS,112
202111130ORL,11/13/2021,A,WAS,104,ORL,92
202112010WAS,12/1/2021,H,WAS,115,MIN,107
202112130DEN,12/13/2021,A,WAS,107,DEN,113
202203110ORL,3/11/2022,H,ORL,118,MIN,110
202202140DEN,2/14/2022,A,ORL,111,DEN,121
202202060ORL,2/6/2022,H,ORL,83,BOS,116
202111010MIN,11/1/2021,A,ORL,115,MIN,97
202111030ORL,11/3/2021,H,ORL,79,BOS,92
202112010ORL,12/1/2021,H,ORL,108,DEN,103
202201020BOS,1/2/2022,A,ORL,111,BOS,116
202204010DEN,4/1/2022,H,DEN,130,MIN,136
202203200DEN,3/20/2022,H,DEN,104,BOS,124
202202110BOS,2/11/2022,A,DEN,102,BOS,108
202110300MIN,10/30/2021,A,DEN,93,MIN,91
202112150DEN,12/15/2021,H,DEN,107,MIN,124
202202010MIN,2/1/2022,A,DEN,115,MIN,130
202203270BOS,3/27/2022,H,BOS,134,MIN,112
202112270MIN,12/27/2021,A,BOS,103,MIN,108
